DimDateId,PersianInt,PersianStr,persianYear,persianMonth,persianMonthName,persianDay,PersianDayName,PersianDayOfWeek,persianDayOfMonth,persianWeekOfYear,persianSeasonOfYear,persianSeasonName,PersianMonthDay,PersianFullName,GregorianYearInt,GregorianStr,GregorianStrDash,GregorianMonth,GregorianMonthName,GregorianDayOfMonth,GregorianMonthDay,GregorianYearMonth,GregorianDayOfWeekName,HalfOFYearName,HalfOFYear,IsHoliday,DecadeName,Decade,HalfMoonName
3253,13960711,1396/07/11,1396,7,مهر,197,سه شنبه,4,11,29,3," سه ماهه سوم",7,سه شنبه 11 مهر 1396,201710,2017-10-03 00:00:00.000,2017-10-03,10,October,3,1003,201710,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3254,13960712,1396/07/12,1396,7,مهر,198,چهارشنبه,5,12,29,3," سه ماهه سوم",7,چهارشنبه 12 مهر 1396,201710,2017-10-04 00:00:00.000,2017-10-04,10,October,4,1004,201710,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3255,13960713,1396/07/13,1396,7,مهر,199,پنج شنبه,6,13,29,3," سه ماهه سوم",7,پنج شنبه 13 مهر 1396,201710,2017-10-05 00:00:00.000,2017-10-05,10,October,5,1005,201710,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3256,13960714,1396/07/14,1396,7,مهر,200,جمعه,7,14,29,3," سه ماهه سوم",7,جمعه 14 مهر 1396,201710,2017-10-06 00:00:00.000,2017-10-06,10,October,6,1006,201710,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
3257,13960715,1396/07/15,1396,7,مهر,201,شنبه,1,15,30,3," سه ماهه سوم",7,شنبه 15 مهر 1396,201710,2017-10-07 00:00:00.000,2017-10-07,10,October,7,1007,201710,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3258,13960716,1396/07/16,1396,7,مهر,202,یکشنبه,2,16,30,3," سه ماهه سوم",7,یکشنبه 16 مهر 1396,201710,2017-10-08 00:00:00.000,2017-10-08,10,October,8,1008,201710,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3259,13960717,1396/07/17,1396,7,مهر,203,دوشنبه,3,17,30,3," سه ماهه سوم",7,دوشنبه 17 مهر 1396,201710,2017-10-09 00:00:00.000,2017-10-09,10,October,9,1009,201710,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3260,13960718,1396/07/18,1396,7,مهر,204,سه شنبه,4,18,30,3," سه ماهه سوم",7,سه شنبه 18 مهر 1396,201710,2017-10-10 00:00:00.000,2017-10-10,10,October,10,1010,201710,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3261,13960719,1396/07/19,1396,7,مهر,205,چهارشنبه,5,19,30,3," سه ماهه سوم",7,چهارشنبه 19 مهر 1396,201710,2017-10-11 00:00:00.000,2017-10-11,10,October,11,1011,201710,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3262,13960720,1396/07/20,1396,7,مهر,206,پنج شنبه,6,20,30,3," سه ماهه سوم",7,پنج شنبه 20 مهر 1396,201710,2017-10-12 00:00:00.000,2017-10-12,10,October,12,1012,201710,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3263,13960721,1396/07/21,1396,7,مهر,207,جمعه,7,21,30,3," سه ماهه سوم",7,جمعه 21 مهر 1396,201710,2017-10-13 00:00:00.000,2017-10-13,10,October,13,1013,201710,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
3264,13960722,1396/07/22,1396,7,مهر,208,شنبه,1,22,31,3," سه ماهه سوم",7,شنبه 22 مهر 1396,201710,2017-10-14 00:00:00.000,2017-10-14,10,October,14,1014,201710,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3265,13960723,1396/07/23,1396,7,مهر,209,یکشنبه,2,23,31,3," سه ماهه سوم",7,یکشنبه 23 مهر 1396,201710,2017-10-15 00:00:00.000,2017-10-15,10,October,15,1015,201710,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3266,13960724,1396/07/24,1396,7,مهر,210,دوشنبه,3,24,31,3," سه ماهه سوم",7,دوشنبه 24 مهر 1396,201710,2017-10-16 00:00:00.000,2017-10-16,10,October,16,1016,201710,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3267,13960725,1396/07/25,1396,7,مهر,211,سه شنبه,4,25,31,3," سه ماهه سوم",7,سه شنبه 25 مهر 1396,201710,2017-10-17 00:00:00.000,2017-10-17,10,October,17,1017,201710,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3268,13960726,1396/07/26,1396,7,مهر,212,چهارشنبه,5,26,31,3," سه ماهه سوم",7,چهارشنبه 26 مهر 1396,201710,2017-10-18 00:00:00.000,2017-10-18,10,October,18,1018,201710,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3269,13960727,1396/07/27,1396,7,مهر,213,پنج شنبه,6,27,31,3," سه ماهه سوم",7,پنج شنبه 27 مهر 1396,201710,2017-10-19 00:00:00.000,2017-10-19,10,October,19,1019,201710,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3270,13960728,1396/07/28,1396,7,مهر,214,جمعه,7,28,31,3," سه ماهه سوم",7,جمعه 28 مهر 1396,201710,2017-10-20 00:00:00.000,2017-10-20,10,October,20,1020,201710,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
3271,13960729,1396/07/29,1396,7,مهر,215,شنبه,1,29,32,3," سه ماهه سوم",7,شنبه 29 مهر 1396,201710,2017-10-21 00:00:00.000,2017-10-21,10,October,21,1021,201710,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3272,13960730,1396/07/30,1396,7,مهر,216,یکشنبه,2,30,32,3," سه ماهه سوم",7,یکشنبه 30 مهر 1396,201710,2017-10-22 00:00:00.000,2017-10-22,10,October,22,1022,201710,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3273,13960801,1396/08/01,1396,8,آبان,217,دوشنبه,3,1,32,3," سه ماهه سوم",8,دوشنبه 1 آبان 1396,201710,2017-10-23 00:00:00.000,2017-10-23,10,October,23,1023,201710,Monday,نيمسال دوم,2,NULL,دهه اول,431,نیمه اول ماه
3274,13960802,1396/08/02,1396,8,آبان,218,سه شنبه,4,2,32,3," سه ماهه سوم",8,سه شنبه 2 آبان 1396,201710,2017-10-24 00:00:00.000,2017-10-24,10,October,24,1024,201710,Tuesday,نيمسال دوم,2,NULL,دهه اول,432,نیمه اول ماه
3275,13960803,1396/08/03,1396,8,آبان,219,چهارشنبه,5,3,32,3," سه ماهه سوم",8,چهارشنبه 3 آبان 1396,201710,2017-10-25 00:00:00.000,2017-10-25,10,October,25,1025,201710,Wednesday,نيمسال دوم,2,NULL,دهه اول,433,نیمه اول ماه
3276,13960804,1396/08/04,1396,8,آبان,220,پنج شنبه,6,4,32,3," سه ماهه سوم",8,پنج شنبه 4 آبان 1396,201710,2017-10-26 00:00:00.000,2017-10-26,10,October,26,1026,201710,Thursday,نيمسال دوم,2,NULL,دهه اول,434,نیمه اول ماه
3277,13960805,1396/08/05,1396,8,آبان,221,جمعه,7,5,32,3," سه ماهه سوم",8,جمعه 5 آبان 1396,201710,2017-10-27 00:00:00.000,2017-10-27,10,October,27,1027,201710,Friday,نيمسال دوم,2,True,دهه اول,435,نیمه اول ماه
3278,13960806,1396/08/06,1396,8,آبان,222,شنبه,1,6,33,3," سه ماهه سوم",8,شنبه 6 آبان 1396,201710,2017-10-28 00:00:00.000,2017-10-28,10,October,28,1028,201710,Saturday,نيمسال دوم,2,NULL,دهه اول,436,نیمه اول ماه
3279,13960807,1396/08/07,1396,8,آبان,223,یکشنبه,2,7,33,3," سه ماهه سوم",8,یکشنبه 7 آبان 1396,201710,2017-10-29 00:00:00.000,2017-10-29,10,October,29,1029,201710,Sunday,نيمسال دوم,2,NULL,دهه اول,437,نیمه اول ماه
3280,13960808,1396/08/08,1396,8,آبان,224,دوشنبه,3,8,33,3," سه ماهه سوم",8,دوشنبه 8 آبان 1396,201710,2017-10-30 00:00:00.000,2017-10-30,10,October,30,1030,201710,Monday,نيمسال دوم,2,NULL,دهه اول,438,نیمه اول ماه
3281,13960809,1396/08/09,1396,8,آبان,225,سه شنبه,4,9,33,3," سه ماهه سوم",8,سه شنبه 9 آبان 1396,201710,2017-10-31 00:00:00.000,2017-10-31,10,October,31,1031,201710,Tuesday,نيمسال دوم,2,NULL,دهه اول,439,نیمه اول ماه
3282,13960810,1396/08/10,1396,8,آبان,226,چهارشنبه,5,10,33,3," سه ماهه سوم",8,چهارشنبه 10 آبان 1396,201711,2017-11-01 00:00:00.000,2017-11-01,11,November,1,1101,201711,Wednesday,نيمسال دوم,2,NULL,دهه اول,440,نیمه اول ماه
3283,13960811,1396/08/11,1396,8,آبان,227,پنج شنبه,6,11,33,3," سه ماهه سوم",8,پنج شنبه 11 آبان 1396,201711,2017-11-02 00:00:00.000,2017-11-02,11,November,2,1102,201711,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3284,13960812,1396/08/12,1396,8,آبان,228,جمعه,7,12,33,3," سه ماهه سوم",8,جمعه 12 آبان 1396,201711,2017-11-03 00:00:00.000,2017-11-03,11,November,3,1103,201711,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
3285,13960813,1396/08/13,1396,8,آبان,229,شنبه,1,13,34,3," سه ماهه سوم",8,شنبه 13 آبان 1396,201711,2017-11-04 00:00:00.000,2017-11-04,11,November,4,1104,201711,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3286,13960814,1396/08/14,1396,8,آبان,230,یکشنبه,2,14,34,3," سه ماهه سوم",8,یکشنبه 14 آبان 1396,201711,2017-11-05 00:00:00.000,2017-11-05,11,November,5,1105,201711,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3287,13960815,1396/08/15,1396,8,آبان,231,دوشنبه,3,15,34,3," سه ماهه سوم",8,دوشنبه 15 آبان 1396,201711,2017-11-06 00:00:00.000,2017-11-06,11,November,6,1106,201711,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3288,13960816,1396/08/16,1396,8,آبان,232,سه شنبه,4,16,34,3," سه ماهه سوم",8,سه شنبه 16 آبان 1396,201711,2017-11-07 00:00:00.000,2017-11-07,11,November,7,1107,201711,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3289,13960817,1396/08/17,1396,8,آبان,233,چهارشنبه,5,17,34,3," سه ماهه سوم",8,چهارشنبه 17 آبان 1396,201711,2017-11-08 00:00:00.000,2017-11-08,11,November,8,1108,201711,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3290,13960818,1396/08/18,1396,8,آبان,234,پنج شنبه,6,18,34,3," سه ماهه سوم",8,پنج شنبه 18 آبان 1396,201711,2017-11-09 00:00:00.000,2017-11-09,11,November,9,1109,201711,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3291,13960819,1396/08/19,1396,8,آبان,235,جمعه,7,19,34,3," سه ماهه سوم",8,جمعه 19 آبان 1396,201711,2017-11-10 00:00:00.000,2017-11-10,11,November,10,1110,201711,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه دوم ماه
3292,13960820,1396/08/20,1396,8,آبان,236,شنبه,1,20,35,3," سه ماهه سوم",8,شنبه 20 آبان 1396,201711,2017-11-11 00:00:00.000,2017-11-11,11,November,11,1111,201711,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3293,13960821,1396/08/21,1396,8,آبان,237,یکشنبه,2,21,35,3," سه ماهه سوم",8,یکشنبه 21 آبان 1396,201711,2017-11-12 00:00:00.000,2017-11-12,11,November,12,1112,201711,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3294,13960822,1396/08/22,1396,8,آبان,238,دوشنبه,3,22,35,3," سه ماهه سوم",8,دوشنبه 22 آبان 1396,201711,2017-11-13 00:00:00.000,2017-11-13,11,November,13,1113,201711,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3295,13960823,1396/08/23,1396,8,آبان,239,سه شنبه,4,23,35,3," سه ماهه سوم",8,سه شنبه 23 آبان 1396,201711,2017-11-14 00:00:00.000,2017-11-14,11,November,14,1114,201711,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3296,13960824,1396/08/24,1396,8,آبان,240,چهارشنبه,5,24,35,3," سه ماهه سوم",8,چهارشنبه 24 آبان 1396,201711,2017-11-15 00:00:00.000,2017-11-15,11,November,15,1115,201711,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3297,13960825,1396/08/25,1396,8,آبان,241,پنج شنبه,6,25,35,3," سه ماهه سوم",8,پنج شنبه 25 آبان 1396,201711,2017-11-16 00:00:00.000,2017-11-16,11,November,16,1116,201711,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3298,13960826,1396/08/26,1396,8,آبان,242,جمعه,7,26,35,3," سه ماهه سوم",8,جمعه 26 آبان 1396,201711,2017-11-17 00:00:00.000,2017-11-17,11,November,17,1117,201711,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
3299,13960827,1396/08/27,1396,8,آبان,243,شنبه,1,27,36,3," سه ماهه سوم",8,شنبه 27 آبان 1396,201711,2017-11-18 00:00:00.000,2017-11-18,11,November,18,1118,201711,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3300,13960828,1396/08/28,1396,8,آبان,244,یکشنبه,2,28,36,3," سه ماهه سوم",8,یکشنبه 28 آبان 1396,201711,2017-11-19 00:00:00.000,2017-11-19,11,November,19,1119,201711,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3301,13960829,1396/08/29,1396,8,آبان,245,دوشنبه,3,29,36,3," سه ماهه سوم",8,دوشنبه 29 آبان 1396,201711,2017-11-20 00:00:00.000,2017-11-20,11,November,20,1120,201711,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3302,13960830,1396/08/30,1396,8,آبان,246,سه شنبه,4,30,36,3," سه ماهه سوم",8,سه شنبه 30 آبان 1396,201711,2017-11-21 00:00:00.000,2017-11-21,11,November,21,1121,201711,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3303,13960901,1396/09/01,1396,9,آذر,247,چهارشنبه,5,1,36,3," سه ماهه سوم",9,چهارشنبه 1 آذر 1396,201711,2017-11-22 00:00:00.000,2017-11-22,11,November,22,1122,201711,Wednesday,نيمسال دوم,2,NULL,دهه اول,441,نیمه اول ماه
3304,13960902,1396/09/02,1396,9,آذر,248,پنج شنبه,6,2,36,3," سه ماهه سوم",9,پنج شنبه 2 آذر 1396,201711,2017-11-23 00:00:00.000,2017-11-23,11,November,23,1123,201711,Thursday,نيمسال دوم,2,NULL,دهه اول,442,نیمه اول ماه
3305,13960903,1396/09/03,1396,9,آذر,249,جمعه,7,3,36,3," سه ماهه سوم",9,جمعه 3 آذر 1396,201711,2017-11-24 00:00:00.000,2017-11-24,11,November,24,1124,201711,Friday,نيمسال دوم,2,True,دهه اول,443,نیمه اول ماه
3306,13960904,1396/09/04,1396,9,آذر,250,شنبه,1,4,37,3," سه ماهه سوم",9,شنبه 4 آذر 1396,201711,2017-11-25 00:00:00.000,2017-11-25,11,November,25,1125,201711,Saturday,نيمسال دوم,2,NULL,دهه اول,444,نیمه اول ماه
3307,13960905,1396/09/05,1396,9,آذر,251,یکشنبه,2,5,37,3," سه ماهه سوم",9,یکشنبه 5 آذر 1396,201711,2017-11-26 00:00:00.000,2017-11-26,11,November,26,1126,201711,Sunday,نيمسال دوم,2,NULL,دهه اول,445,نیمه اول ماه
3308,13960906,1396/09/06,1396,9,آذر,252,دوشنبه,3,6,37,3," سه ماهه سوم",9,دوشنبه 6 آذر 1396,201711,2017-11-27 00:00:00.000,2017-11-27,11,November,27,1127,201711,Monday,نيمسال دوم,2,NULL,دهه اول,446,نیمه اول ماه
3309,13960907,1396/09/07,1396,9,آذر,253,سه شنبه,4,7,37,3," سه ماهه سوم",9,سه شنبه 7 آذر 1396,201711,2017-11-28 00:00:00.000,2017-11-28,11,November,28,1128,201711,Tuesday,نيمسال دوم,2,NULL,دهه اول,447,نیمه اول ماه
3310,13960908,1396/09/08,1396,9,آذر,254,چهارشنبه,5,8,37,3," سه ماهه سوم",9,چهارشنبه 8 آذر 1396,201711,2017-11-29 00:00:00.000,2017-11-29,11,November,29,1129,201711,Wednesday,نيمسال دوم,2,NULL,دهه اول,448,نیمه اول ماه
3311,13960909,1396/09/09,1396,9,آذر,255,پنج شنبه,6,9,37,3," سه ماهه سوم",9,پنج شنبه 9 آذر 1396,201711,2017-11-30 00:00:00.000,2017-11-30,11,November,30,1130,201711,Thursday,نيمسال دوم,2,NULL,دهه اول,449,نیمه اول ماه
3312,13960910,1396/09/10,1396,9,آذر,256,جمعه,7,10,37,3," سه ماهه سوم",9,جمعه 10 آذر 1396,201712,2017-12-01 00:00:00.000,2017-12-01,12,December,1,1201,201712,Friday,نيمسال دوم,2,True,دهه اول,450,نیمه اول ماه
3313,13960911,1396/09/11,1396,9,آذر,257,شنبه,1,11,38,3," سه ماهه سوم",9,شنبه 11 آذر 1396,201712,2017-12-02 00:00:00.000,2017-12-02,12,December,2,1202,201712,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3314,13960912,1396/09/12,1396,9,آذر,258,یکشنبه,2,12,38,3," سه ماهه سوم",9,یکشنبه 12 آذر 1396,201712,2017-12-03 00:00:00.000,2017-12-03,12,December,3,1203,201712,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3315,13960913,1396/09/13,1396,9,آذر,259,دوشنبه,3,13,38,3," سه ماهه سوم",9,دوشنبه 13 آذر 1396,201712,2017-12-04 00:00:00.000,2017-12-04,12,December,4,1204,201712,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3316,13960914,1396/09/14,1396,9,آذر,260,سه شنبه,4,14,38,3," سه ماهه سوم",9,سه شنبه 14 آذر 1396,201712,2017-12-05 00:00:00.000,2017-12-05,12,December,5,1205,201712,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3317,13960915,1396/09/15,1396,9,آذر,261,چهارشنبه,5,15,38,3," سه ماهه سوم",9,چهارشنبه 15 آذر 1396,201712,2017-12-06 00:00:00.000,2017-12-06,12,December,6,1206,201712,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3318,13960916,1396/09/16,1396,9,آذر,262,پنج شنبه,6,16,38,3," سه ماهه سوم",9,پنج شنبه 16 آذر 1396,201712,2017-12-07 00:00:00.000,2017-12-07,12,December,7,1207,201712,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3319,13960917,1396/09/17,1396,9,آذر,263,جمعه,7,17,38,3," سه ماهه سوم",9,جمعه 17 آذر 1396,201712,2017-12-08 00:00:00.000,2017-12-08,12,December,8,1208,201712,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه دوم ماه
3320,13960918,1396/09/18,1396,9,آذر,264,شنبه,1,18,39,3," سه ماهه سوم",9,شنبه 18 آذر 1396,201712,2017-12-09 00:00:00.000,2017-12-09,12,December,9,1209,201712,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3321,13960919,1396/09/19,1396,9,آذر,265,یکشنبه,2,19,39,3," سه ماهه سوم",9,یکشنبه 19 آذر 1396,201712,2017-12-10 00:00:00.000,2017-12-10,12,December,10,1210,201712,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3322,13960920,1396/09/20,1396,9,آذر,266,دوشنبه,3,20,39,3," سه ماهه سوم",9,دوشنبه 20 آذر 1396,201712,2017-12-11 00:00:00.000,2017-12-11,12,December,11,1211,201712,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
3323,13960921,1396/09/21,1396,9,آذر,267,سه شنبه,4,21,39,3," سه ماهه سوم",9,سه شنبه 21 آذر 1396,201712,2017-12-12 00:00:00.000,2017-12-12,12,December,12,1212,201712,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3324,13960922,1396/09/22,1396,9,آذر,268,چهارشنبه,5,22,39,3," سه ماهه سوم",9,چهارشنبه 22 آذر 1396,201712,2017-12-13 00:00:00.000,2017-12-13,12,December,13,1213,201712,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3325,13960923,1396/09/23,1396,9,آذر,269,پنج شنبه,6,23,39,3," سه ماهه سوم",9,پنج شنبه 23 آذر 1396,201712,2017-12-14 00:00:00.000,2017-12-14,12,December,14,1214,201712,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3326,13960924,1396/09/24,1396,9,آذر,270,جمعه,7,24,39,3," سه ماهه سوم",9,جمعه 24 آذر 1396,201712,2017-12-15 00:00:00.000,2017-12-15,12,December,15,1215,201712,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
3327,13960925,1396/09/25,1396,9,آذر,271,شنبه,1,25,40,3," سه ماهه سوم",9,شنبه 25 آذر 1396,201712,2017-12-16 00:00:00.000,2017-12-16,12,December,16,1216,201712,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3328,13960926,1396/09/26,1396,9,آذر,272,یکشنبه,2,26,40,3," سه ماهه سوم",9,یکشنبه 26 آذر 1396,201712,2017-12-17 00:00:00.000,2017-12-17,12,December,17,1217,201712,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3329,13960927,1396/09/27,1396,9,آذر,273,دوشنبه,3,27,40,3," سه ماهه سوم",9,دوشنبه 27 آذر 1396,201712,2017-12-18 00:00:00.000,2017-12-18,12,December,18,1218,201712,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3330,13960928,1396/09/28,1396,9,آذر,274,سه شنبه,4,28,40,3," سه ماهه سوم",9,سه شنبه 28 آذر 1396,201712,2017-12-19 00:00:00.000,2017-12-19,12,December,19,1219,201712,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3331,13960929,1396/09/29,1396,9,آذر,275,چهارشنبه,5,29,40,3," سه ماهه سوم",9,چهارشنبه 29 آذر 1396,201712,2017-12-20 00:00:00.000,2017-12-20,12,December,20,1220,201712,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3332,13960930,1396/09/30,1396,9,آذر,276,پنج شنبه,6,30,40,3," سه ماهه سوم",9,پنج شنبه 30 آذر 1396,201712,2017-12-21 00:00:00.000,2017-12-21,12,December,21,1221,201712,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
3333,13961001,1396/10/01,1396,10,دی,277,جمعه,7,1,40,4,سه ماهه چهارم,10,جمعه 1 دی 1396,201712,2017-12-22 00:00:00.000,2017-12-22,12,December,22,1222,201712,Friday,نيمسال دوم,2,True,دهه اول,451,نیمه اول ماه
3334,13961002,1396/10/02,1396,10,دی,278,شنبه,1,2,41,4,سه ماهه چهارم,10,شنبه 2 دی 1396,201712,2017-12-23 00:00:00.000,2017-12-23,12,December,23,1223,201712,Saturday,نيمسال دوم,2,NULL,دهه اول,452,نیمه اول ماه
3335,13961003,1396/10/03,1396,10,دی,279,یکشنبه,2,3,41,4,سه ماهه چهارم,10,یکشنبه 3 دی 1396,201712,2017-12-24 00:00:00.000,2017-12-24,12,December,24,1224,201712,Sunday,نيمسال دوم,2,NULL,دهه اول,453,نیمه اول ماه
3336,13961004,1396/10/04,1396,10,دی,280,دوشنبه,3,4,41,4,سه ماهه چهارم,10,دوشنبه 4 دی 1396,201712,2017-12-25 00:00:00.000,2017-12-25,12,December,25,1225,201712,Monday,نيمسال دوم,2,NULL,دهه اول,454,نیمه اول ماه
3337,13961005,1396/10/05,1396,10,دی,281,سه شنبه,4,5,41,4,سه ماهه چهارم,10,سه شنبه 5 دی 1396,201712,2017-12-26 00:00:00.000,2017-12-26,12,December,26,1226,201712,Tuesday,نيمسال دوم,2,NULL,دهه اول,455,نیمه اول ماه
3338,13961006,1396/10/06,1396,10,دی,282,چهارشنبه,5,6,41,4,سه ماهه چهارم,10,چهارشنبه 6 دی 1396,201712,2017-12-27 00:00:00.000,2017-12-27,12,December,27,1227,201712,Wednesday,نيمسال دوم,2,NULL,دهه اول,456,نیمه اول ماه
3339,13961007,1396/10/07,1396,10,دی,283,پنج شنبه,6,7,41,4,سه ماهه چهارم,10,پنج شنبه 7 دی 1396,201712,2017-12-28 00:00:00.000,2017-12-28,12,December,28,1228,201712,Thursday,نيمسال دوم,2,NULL,دهه اول,457,نیمه اول ماه
3340,13961008,1396/10/08,1396,10,دی,284,جمعه,7,8,41,4,سه ماهه چهارم,10,جمعه 8 دی 1396,201712,2017-12-29 00:00:00.000,2017-12-29,12,December,29,1229,201712,Friday,نيمسال دوم,2,True,دهه اول,458,نیمه اول ماه
3341,13961009,1396/10/09,1396,10,دی,285,شنبه,1,9,42,4,سه ماهه چهارم,10,شنبه 9 دی 1396,201712,2017-12-30 00:00:00.000,2017-12-30,12,December,30,1230,201712,Saturday,نيمسال دوم,2,NULL,دهه اول,459,نیمه اول ماه
3342,13961010,1396/10/10,1396,10,دی,286,یکشنبه,2,10,42,4,سه ماهه چهارم,10,یکشنبه 10 دی 1396,201712,2017-12-31 00:00:00.000,2017-12-31,12,December,31,1231,201712,Sunday,نيمسال دوم,2,NULL,دهه اول,460,نیمه اول ماه
3343,13961011,1396/10/11,1396,10,دی,287,دوشنبه,3,11,42,4,سه ماهه چهارم,10,دوشنبه 11 دی 1396,201801,2018-01-01 00:00:00.000,2018-01-01,1,January,1,101,201801,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3344,13961012,1396/10/12,1396,10,دی,288,سه شنبه,4,12,42,4,سه ماهه چهارم,10,سه شنبه 12 دی 1396,201801,2018-01-02 00:00:00.000,2018-01-02,1,January,2,102,201801,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3345,13961013,1396/10/13,1396,10,دی,289,چهارشنبه,5,13,42,4,سه ماهه چهارم,10,چهارشنبه 13 دی 1396,201801,2018-01-03 00:00:00.000,2018-01-03,1,January,3,103,201801,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3346,13961014,1396/10/14,1396,10,دی,290,پنج شنبه,6,14,42,4,سه ماهه چهارم,10,پنج شنبه 14 دی 1396,201801,2018-01-04 00:00:00.000,2018-01-04,1,January,4,104,201801,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
3347,13961015,1396/10/15,1396,10,دی,291,جمعه,7,15,42,4,سه ماهه چهارم,10,جمعه 15 دی 1396,201801,2018-01-05 00:00:00.000,2018-01-05,1,January,5,105,201801,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
