Case_ID,Activity,Resource,ResourceGroup,Start_Timestamp,Complete_Timestamp,Requester,Part,Project,IsForce,RequestQuantity
OR-E000839,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/28/2019 11:17,8/18/2019 7:53,Department-20200178,Part-2010005064,Project-100200198,0,30
OR-E000839,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/28/2019 11:17,8/18/2019 0:00,Department-20200178,Part-2010005064,Project-100200198,0,30
OR-E000839,ارسال به انبار,Employee5508,داخلی,8/18/2019 7:53,8/18/2019 7:53,Department-20200178,Part-2010005064,Project-100200198,0,30
OR-E000840,ارسال درخواست,Employee2052,داخلی,5/6/2019 16:07,5/6/2019 16:07,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,تایید سرپرست یا مدیر,Employee1344,داخلی,5/6/2019 16:07,5/7/2019 9:12,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,تایید سرپرست یا مدیر,Employee3304,داخلی,5/7/2019 9:12,5/8/2019 14:36,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,بررسی سفارش توسط انبار,Employee2760,داخلی,5/8/2019 14:36,5/9/2019 11:02,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,بررسی مدیر انبار,Employee816,داخلی,5/9/2019 11:02,5/9/2019 14:00,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,تأیید معاون درخواست کننده  ,Employee1096,داخلی,5/9/2019 14:00,5/9/2019 17:15,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/9/2019 17:15,5/11/2019 15:38,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/11/2019 15:38,5/11/2019 16:40,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/11/2019 16:40,5/11/2019 16:50,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,توزیع سفارش داخلی,Employee2484,داخلی,5/11/2019 16:50,5/22/2019 13:26,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/22/2019 13:26,5/22/2019 15:57,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee4052,داخلی,5/22/2019 15:57,7/25/2019 14:16,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee4052,داخلی,5/22/2019 15:57,7/25/2019 0:00,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000840,ارسال به انبار,Employee4052,داخلی,7/25/2019 14:16,7/25/2019 14:16,Department-20200178,Part-2010005668,Project-100200198,0,8
OR-E000841,ارسال درخواست,Employee5180,داخلی,5/6/2019 16:42,5/6/2019 16:42,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,تایید سرپرست یا مدیر,Employee3888,داخلی,5/6/2019 16:42,5/8/2019 8:40,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,بررسی سفارش توسط انبار,Employee4412,داخلی,5/8/2019 8:40,5/8/2019 15:48,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,بررسی مدیر انبار,Employee816,داخلی,5/8/2019 15:48,5/9/2019 13:44,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,تأیید معاون درخواست کننده  ,Employee3364,داخلی,5/9/2019 13:44,5/11/2019 13:51,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/11/2019 13:51,5/11/2019 15:23,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/11/2019 15:23,5/11/2019 15:35,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,توزیع سفارش داخلی,Employee2484,داخلی,5/11/2019 15:35,5/12/2019 15:27,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/12/2019 15:27,5/13/2019 10:39,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee3924,داخلی,5/13/2019 10:39,6/15/2019 11:29,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000841,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee3924,داخلی,5/13/2019 10:39,6/15/2019 0:00,Department-20200058,Part-2010007488,Project-100400016,0,4
OR-E000842,ارسال درخواست,Employee2316,داخلی,5/6/2019 16:51,5/6/2019 16:51,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,تایید سرپرست یا مدیر,Employee2312,داخلی,5/6/2019 16:51,5/6/2019 21:20,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,تایید سرپرست یا مدیر,Employee2556,داخلی,5/6/2019 21:20,5/12/2019 12:52,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,بررسی سفارش توسط انبار,Employee4760,داخلی,5/12/2019 12:52,5/13/2019 15:14,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,بررسی مدیر انبار,Employee816,داخلی,5/13/2019 15:14,5/15/2019 9:07,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/15/2019 9:07,5/15/2019 12:17,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/15/2019 12:17,5/15/2019 15:19,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/15/2019 15:19,5/15/2019 16:06,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/15/2019 16:06,5/15/2019 16:50,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,توزیع سفارش داخلی,Employee2484,داخلی,5/15/2019 16:50,5/18/2019 14:24,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/18/2019 14:24,5/18/2019 14:40,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/18/2019 14:40,5/20/2019 0:00,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000842,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/18/2019 14:40,5/20/2019 9:51,Department-20200150,Part-2010023192,Project-100400016,1,430
OR-E000843,ارسال درخواست,Employee2316,داخلی,5/6/2019 16:53,5/6/2019 16:53,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,تایید سرپرست یا مدیر,Employee2312,داخلی,5/6/2019 16:53,5/6/2019 21:20,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,تایید سرپرست یا مدیر,Employee2556,داخلی,5/6/2019 21:20,5/12/2019 12:52,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,بررسی سفارش توسط انبار,Employee4760,داخلی,5/12/2019 12:52,5/13/2019 15:16,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,بررسی مدیر انبار,Employee816,داخلی,5/13/2019 15:16,5/15/2019 9:07,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/15/2019 9:07,5/15/2019 12:17,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/15/2019 12:17,5/15/2019 15:16,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/15/2019 15:16,5/15/2019 16:08,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/15/2019 16:08,5/15/2019 16:50,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,توزیع سفارش داخلی,Employee2484,داخلی,5/15/2019 16:50,5/18/2019 15:01,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/18/2019 15:01,5/19/2019 9:14,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/19/2019 9:14,5/19/2019 16:35,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000843,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/19/2019 9:14,5/19/2019 0:00,Department-20200150,Part-9448,Project-100400016,1,400
OR-E000844,ارسال درخواست,Employee2316,داخلی,5/6/2019 16:55,5/6/2019 16:55,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,تایید سرپرست یا مدیر,Employee2312,داخلی,5/6/2019 16:55,5/6/2019 21:20,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,تایید سرپرست یا مدیر,Employee2556,داخلی,5/6/2019 21:20,5/12/2019 12:52,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,بررسی سفارش توسط انبار,Employee4760,داخلی,5/12/2019 12:52,5/13/2019 15:20,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,بررسی مدیر انبار,Employee816,داخلی,5/13/2019 15:20,5/15/2019 9:07,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/15/2019 9:07,5/15/2019 12:17,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/15/2019 12:17,5/15/2019 15:33,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/15/2019 15:33,5/15/2019 15:34,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/15/2019 15:34,5/15/2019 15:44,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,توزیع سفارش داخلی,Employee2484,داخلی,5/15/2019 15:44,5/18/2019 15:01,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/18/2019 15:01,5/19/2019 9:14,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/19/2019 9:14,5/19/2019 16:36,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000844,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/19/2019 9:14,5/19/2019 0:00,Department-20200150,Part-11208,Project-100400016,1,400
OR-E000845,ارسال درخواست,Employee2316,داخلی,5/6/2019 16:57,5/6/2019 16:58,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,تایید سرپرست یا مدیر,Employee2312,داخلی,5/6/2019 16:58,5/6/2019 21:20,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,تایید سرپرست یا مدیر,Employee2556,داخلی,5/6/2019 21:20,5/12/2019 12:52,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,بررسی سفارش توسط انبار,Employee4760,داخلی,5/12/2019 12:52,5/13/2019 15:27,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,بررسی مدیر انبار,Employee816,داخلی,5/13/2019 15:27,5/15/2019 9:07,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/15/2019 9:07,5/15/2019 12:17,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/15/2019 12:17,5/15/2019 15:27,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/15/2019 15:27,5/15/2019 15:30,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/15/2019 15:30,5/15/2019 15:44,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,توزیع سفارش داخلی,Employee2484,داخلی,5/15/2019 15:44,5/18/2019 14:42,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/18/2019 14:42,5/18/2019 14:47,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/18/2019 14:47,5/25/2019 9:05,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/18/2019 14:47,5/25/2019 0:00,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/25/2019 9:05,5/25/2019 19:08,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000845,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/25/2019 9:05,5/25/2019 0:00,Department-20200150,Part-2010019482,Project-100400016,1,200
OR-E000846,ارسال درخواست,Employee4328,خارجی,5/6/2019 17:35,5/6/2019 17:59,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,بررسی و تایید معاون تحقیق و توسعه,Employee5648,خارجی,5/6/2019 17:59,5/7/2019 17:49,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,بررسی سفارش توسط انبار,Employee4412,خارجی,5/7/2019 17:49,5/8/2019 11:12,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,تایید معاون طرح و برنامه,Employee1580,خارجی,5/8/2019 11:12,5/8/2019 13:37,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,ثبت سفارش توسط انبار,Employee4412,خارجی,5/8/2019 13:37,5/8/2019 14:21,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,بررسی مدیر انبار,Employee816,خارجی,5/8/2019 14:21,5/19/2019 12:30,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,بررسی مدیر انبار,Employee2656,خارجی,5/9/2019 14:18,5/13/2019 10:31,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,خارجی,5/19/2019 12:30,5/19/2019 13:54,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,تأیید مدیر ارشد بازرگانی  ,Employee2528,خارجی,5/19/2019 13:54,5/19/2019 14:07,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,توزیع سفارش خارجی,Employee3044,خارجی,5/19/2019 14:07,5/19/2019 14:35,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,10/21/2019 17:47,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,5/21/2019 0:00,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,6/2/2019 0:00,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,6/9/2019 0:00,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,6/10/2019 0:00,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,7/6/2019 0:00,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,5/19/2019 14:35,7/6/2019 0:00,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000846,توزیع سفارش به پشتیبانی جهت ترخیص کالا,Employee3916,خارجی,10/21/2019 17:47,12/28/2020 5:37,Department-20200190,Part-2010023182,Project-100400058,1,20
OR-E000847,ارسال درخواست,Employee4328,خارجی,5/6/2019 17:54,5/6/2019 17:58,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,بررسی و تایید معاون تحقیق و توسعه,Employee5648,خارجی,5/6/2019 17:58,5/7/2019 17:52,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,بررسی سفارش توسط انبار,Employee4412,خارجی,5/7/2019 17:52,5/8/2019 11:13,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,تایید معاون طرح و برنامه,Employee1580,خارجی,5/8/2019 11:13,5/8/2019 13:36,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,ثبت سفارش توسط انبار,Employee4412,خارجی,5/8/2019 13:36,5/8/2019 14:22,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,بررسی مدیر انبار,Employee816,خارجی,5/8/2019 14:22,5/8/2019 15:20,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,خارجی,5/8/2019 15:20,5/8/2019 16:27,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,تأیید مدیر ارشد بازرگانی  ,Employee2528,خارجی,5/8/2019 16:27,5/8/2019 16:28,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,توزیع سفارش خارجی,Employee3044,خارجی,5/8/2019 16:29,6/27/2019 16:25,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,توزیع سفارش خارجی,Employee2484,خارجی,5/8/2019 17:54,6/26/2019 17:42,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,توزیع سفارش خارجی,Employee2484,خارجی,6/26/2019 17:42,6/27/2019 11:57,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,11/13/2019 9:35,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,7/2/2019 0:00,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,8/5/2019 0:00,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,8/28/2019 0:00,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,8/31/2019 0:00,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,11/5/2019 0:00,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,6/27/2019 16:25,11/5/2019 0:00,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,توزیع سفارش به پشتیبانی جهت ترخیص کالا,Employee3916,خارجی,11/13/2019 9:35,12/28/2020 5:25,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,ارسال سفارش به پشتیبانی جهت انجام امور پشتیبانی,Employee5320,خارجی,12/28/2020 5:25,4/18/2021 13:22,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,ارسال سفارش به پشتیبانی جهت انجام امور پشتیبانی,Employee5320,خارجی,4/18/2021 13:22,4/18/2021 13:23,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000847,تکمیل سفارش (ارسال کامل به انبار),Employee5320,خارجی,4/18/2021 13:23,4/18/2021 13:23,Department-20200190,Part-2010011328,Project-100400058,1,2
OR-E000848,ارسال درخواست,Employee1704,داخلی,5/6/2019 18:59,5/6/2019 19:00,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,بررسی سفارش توسط انبار,Employee4412,داخلی,5/6/2019 19:00,5/7/2019 16:43,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,بررسی مدیر انبار,Employee816,داخلی,5/7/2019 16:43,5/7/2019 16:47,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,تأیید معاون درخواست کننده  ,Employee1700,داخلی,5/7/2019 16:47,5/8/2019 8:44,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/8/2019 8:44,5/8/2019 16:17,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,تأیید قائم مقام مدیر عامل,Employee516,داخلی,5/8/2019 16:17,5/11/2019 9:34,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/11/2019 9:34,5/11/2019 10:53,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,توزیع سفارش داخلی,Employee2484,داخلی,5/11/2019 10:53,5/22/2019 11:32,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/22/2019 11:32,5/22/2019 12:03,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee2484,داخلی,5/22/2019 12:03,10/9/2019 10:25,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee2484,داخلی,5/22/2019 12:03,7/2/2019 17:03,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,7/2/2019 17:03,7/3/2019 14:59,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000848,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,7/2/2019 17:03,7/3/2019 0:00,Department-20200172,Part-2010019392,Project-100200198,0,162
OR-E000850,ارسال درخواست,Employee1828,داخلی,5/7/2019 9:31,5/7/2019 9:33,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,تایید سرپرست یا مدیر,Employee2468,داخلی,5/7/2019 9:33,5/9/2019 9:43,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,تایید سرپرست یا مدیر,Employee2884,داخلی,5/9/2019 9:43,5/9/2019 13:01,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,بررسی سفارش توسط انبار,Employee4412,داخلی,5/9/2019 13:01,5/13/2019 16:30,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,تایید معاون طرح و برنامه,Employee1580,داخلی,5/13/2019 16:30,5/14/2019 16:31,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,ثبت سفارش توسط انبار,Employee4412,داخلی,5/14/2019 16:31,5/15/2019 10:09,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,بررسی مدیر انبار,Employee816,داخلی,5/15/2019 10:09,5/15/2019 11:17,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,تأیید معاون درخواست کننده  ,Employee3184,داخلی,5/15/2019 11:17,5/22/2019 19:26,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 19:26,5/25/2019 9:58,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/25/2019 9:58,5/25/2019 10:02,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/25/2019 10:02,5/25/2019 10:28,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,توزیع سفارش داخلی,Employee2484,داخلی,5/25/2019 10:28,5/27/2019 14:27,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:27,5/28/2019 11:42,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee3488,داخلی,5/28/2019 11:42,6/22/2019 0:00,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000850,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee3488,داخلی,5/28/2019 11:42,6/22/2019 9:48,Department-20200204,Part-2010023184,Project-100200198,0,2
OR-E000851,ارسال درخواست,Employee1780,داخلی,5/7/2019 9:36,5/7/2019 9:37,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,تایید سرپرست یا مدیر,Employee3304,داخلی,5/7/2019 9:37,5/8/2019 14:36,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,بررسی سفارش توسط انبار,Employee2760,داخلی,5/8/2019 14:36,5/9/2019 11:09,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,بررسی مدیر انبار,Employee816,داخلی,5/9/2019 11:09,5/9/2019 13:40,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,تأیید معاون درخواست کننده  ,Employee1096,داخلی,5/9/2019 13:40,5/9/2019 17:23,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/9/2019 17:23,5/11/2019 18:10,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/11/2019 18:10,5/11/2019 18:35,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/11/2019 18:35,5/11/2019 18:41,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,توزیع سفارش داخلی,Employee2484,داخلی,5/11/2019 18:41,5/22/2019 11:54,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/22/2019 11:54,5/22/2019 11:58,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/22/2019 11:58,5/22/2019 0:00,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000851,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/22/2019 11:58,5/22/2019 12:53,Department-20200178,Part-2010003504,Project-100200198,1,2
OR-E000852,ارسال درخواست,Employee1828,داخلی,5/7/2019 9:39,5/7/2019 9:39,Department-20200204,Part-2010023190,Project-100200198,0,800
